Date,Price,Open,High,Low,Change
10/22/2012,6.2546,6.2533,6.2562,6.2518,0.01%
10/23/2012,6.2479,6.2544,6.2544,6.2466,-0.11%
10/24/2012,6.248,6.2478,6.2524,6.247,0.00%
10/25/2012,6.2417,6.2471,6.2471,6.2412,-0.10%
10/26/2012,6.2485,6.2376,6.249,6.2375,0.11%
10/29/2012,6.2438,6.248,6.248,6.2367,-0.08%
10/30/2012,6.2405,6.2436,6.2466,6.2393,-0.05%
10/31/2012,6.2373,6.2402,6.2435,6.2365,-0.05%
11/1/2012,6.2411,6.2372,6.2411,6.2372,0.06%
11/2/2012,6.2415,6.2403,6.2438,6.2403,0.01%
11/5/2012,6.2454,6.241,6.2463,6.241,0.06%
11/6/2012,6.2456,6.2449,6.2463,6.2442,0.00%
11/7/2012,6.2437,6.2455,6.2455,6.2431,-0.03%
11/8/2012,6.2429,6.2436,6.2436,6.2419,-0.01%
11/9/2012,6.2452,6.2424,6.248,6.2377,0.04%
11/12/2012,6.2291,6.2451,6.2451,6.2281,-0.26%
11/13/2012,6.226,6.2291,6.2291,6.2255,-0.05%
11/14/2012,6.2252,6.2264,6.2264,6.2247,-0.01%
11/15/2012,6.2332,6.2252,6.2341,6.2252,0.13%
11/16/2012,6.2356,6.2329,6.2384,6.2322,0.04%
11/19/2012,6.2345,6.2356,6.238,6.2335,-0.02%
11/20/2012,6.2326,6.2295,6.2331,6.2292,-0.03%
11/21/2012,6.2304,6.2321,6.234,6.2276,-0.04%
11/22/2012,6.229,6.2301,6.2301,6.2279,-0.02%
11/23/2012,6.2287,6.2289,6.231,6.2267,0.00%
11/26/2012,6.2255,6.2282,6.2283,6.2241,-0.05%
11/27/2012,6.2223,6.2255,6.2255,6.2205,-0.05%
11/28/2012,6.2274,6.2222,6.2274,6.2222,0.08%
11/29/2012,6.2282,6.2286,6.2286,6.2266,0.01%
11/30/2012,6.2267,6.2276,6.2276,6.2253,-0.02%
12/3/2012,6.2279,6.2278,6.2286,6.2269,0.02%
12/4/2012,6.2256,6.2254,6.2261,6.2253,-0.04%
12/5/2012,6.2253,6.2237,6.2253,6.2232,0.00%
12/6/2012,6.2283,6.2281,6.2283,6.2272,0.05%
12/7/2012,6.2301,6.2282,6.2303,6.2282,0.03%
12/10/2012,6.2464,6.2293,6.2464,6.229,0.26%
12/11/2012,6.2465,6.2288,6.2527,6.2285,0.00%
12/12/2012,6.2512,6.2385,6.2561,6.2345,0.08%
12/13/2012,6.2322,6.2502,6.2502,6.2285,-0.30%
12/14/2012,6.2415,6.2316,6.2459,6.2316,0.15%
12/17/2012,6.2368,6.2324,6.2371,6.2287,-0.08%
12/18/2012,6.2324,6.2346,6.2348,6.2293,-0.07%
12/19/2012,6.2303,6.231,6.2316,6.2244,-0.03%
12/20/2012,6.2302,6.2303,6.2319,6.2272,0.00%
12/21/2012,6.2286,6.2297,6.2321,6.2259,-0.03%
12/24/2012,6.2336,6.2284,6.2361,6.2284,0.08%
12/25/2012,6.2339,6.233,6.2347,6.2312,0.00%
12/26/2012,6.2353,6.2339,6.2357,6.2329,0.02%
12/27/2012,6.236,6.235,6.2378,6.2339,0.01%
12/28/2012,6.2317,6.2358,6.2358,6.2297,-0.07%
12/31/2012,6.2303,6.2313,6.2313,6.2267,-0.02%
1/1/2013,6.2386,6.2316,6.2388,6.2303,0.13%
1/2/2013,6.2342,6.2386,6.2386,6.2303,-0.07%
1/3/2013,6.2335,6.2342,6.2373,6.2303,-0.01%
1/4/2013,6.2305,6.2298,6.2319,6.229,-0.05%
1/7/2013,6.2296,6.2281,6.2309,6.2268,-0.01%
1/8/2013,6.2241,6.2291,6.2292,6.2224,-0.09%
1/9/2013,6.2262,6.224,6.2262,6.2211,0.03%
1/10/2013,6.2237,6.2261,6.2261,6.222,-0.04%
1/11/2013,6.2161,6.223,6.223,6.2129,-0.12%
1/14/2013,6.2192,6.2155,6.2203,6.2124,0.05%
1/15/2013,6.2136,6.2192,6.2192,6.2134,-0.09%
1/16/2013,6.2165,6.2136,6.2177,6.2136,0.05%
1/17/2013,6.216,6.2167,6.2191,6.2148,-0.01%
1/18/2013,6.2154,6.2149,6.2161,6.2144,-0.01%
1/21/2013,6.2213,6.2189,6.222,6.218,0.09%
1/22/2013,6.2198,6.2208,6.2217,6.2191,-0.02%
1/23/2013,6.218,6.2178,6.2194,6.2168,-0.03%
1/24/2013,6.2181,6.218,6.2194,6.2168,0.00%
1/25/2013,6.2205,6.2184,6.2211,6.2184,0.04%
1/28/2013,6.2226,6.22,6.2239,6.2195,0.03%
1/29/2013,6.2243,6.2226,6.2261,6.2225,0.03%
1/30/2013,6.2205,6.2238,6.2241,6.2181,-0.06%
1/31/2013,6.2188,6.2204,6.2204,6.2173,-0.03%
2/1/2013,6.2275,6.2211,6.2292,6.2204,0.14%
2/4/2013,6.2328,6.2265,6.2329,6.2265,0.09%
2/5/2013,6.2294,6.2304,6.2305,6.2257,-0.05%
2/6/2013,6.2317,6.229,6.2335,6.229,0.04%
2/7/2013,6.2325,6.232,6.235,6.232,0.01%
2/8/2013,6.2325,6.2246,6.2373,6.2235,0.00%
2/11/2013,6.2338,6.2532,6.2534,6.23,0.02%
2/12/2013,6.2334,6.2338,6.2373,6.2306,-0.01%
2/13/2013,6.2338,6.2334,6.2373,6.2302,0.01%
2/14/2013,6.2336,6.2338,6.2376,6.23,0.00%
2/15/2013,6.2327,6.2336,6.2376,6.2306,-0.01%
2/18/2013,6.2427,6.232,6.244,6.232,0.16%
2/19/2013,6.2443,6.242,6.2448,6.2406,0.03%
2/20/2013,6.2376,6.2425,6.2425,6.2367,-0.11%
2/21/2013,6.2405,6.2414,6.2431,6.2373,0.05%
2/22/2013,6.2351,6.2398,6.2432,6.232,-0.09%
2/25/2013,6.2339,6.2346,6.237,6.231,-0.02%
2/26/2013,6.2295,6.2338,6.2338,6.2277,-0.07%
2/27/2013,6.2273,6.2274,6.2279,6.2256,-0.04%
2/28/2013,6.2214,6.226,6.2263,6.2201,-0.09%
3/1/2013,6.2226,6.2215,6.2235,6.2209,0.02%
3/4/2013,6.2251,6.2225,6.2293,6.2225,0.04%
3/5/2013,6.221,6.2245,6.2245,6.22,-0.07%
3/6/2013,6.2181,6.216,6.2184,6.215,-0.05%
3/7/2013,6.2202,6.218,6.2217,6.218,0.03%
3/8/2013,6.2147,6.2147,6.2163,6.2133,-0.09%
3/11/2013,6.2181,6.2146,6.219,6.2146,0.05%
3/12/2013,6.2162,6.2181,6.2181,6.2144,-0.03%
3/13/2013,6.2138,6.2159,6.2159,6.2133,-0.04%
3/14/2013,6.2155,6.2137,6.2165,6.2137,0.03%
3/15/2013,6.2135,6.2133,6.2148,6.2123,-0.03%
3/18/2013,6.2158,6.213,6.2163,6.213,0.04%
3/19/2013,6.2157,6.2153,6.2172,6.2149,0.00%
3/20/2013,6.2119,6.2122,6.2129,6.2105,-0.06%
3/21/2013,6.2143,6.212,6.2146,6.2115,0.04%
3/22/2013,6.2122,6.2115,6.2144,6.2111,-0.03%
3/25/2013,6.2107,6.2096,6.2107,6.2088,-0.02%
3/26/2013,6.211,6.2123,6.2125,6.21,0.00%
3/27/2013,6.214,6.2117,6.214,6.211,0.05%
3/28/2013,6.2145,6.214,6.2155,6.2125,0.01%
3/29/2013,6.2108,6.2143,6.2143,6.2077,-0.06%
4/1/2013,6.208,6.2106,6.2106,6.2068,-0.05%
4/2/2013,6.1986,6.2016,6.2026,6.1981,-0.15%
4/3/2013,6.201,6.1986,6.2022,6.1986,0.04%
4/4/2013,6.2015,6.201,6.2015,6.201,0.01%
4/5/2013,6.201,6.2028,6.2053,6.1979,-0.01%
4/8/2013,6.2033,6.206,6.206,6.2028,0.04%
4/9/2013,6.2024,6.2033,6.2036,6.2014,-0.01%
4/10/2013,6.194,6.2022,6.2022,6.1917,-0.14%
4/11/2013,6.1963,6.1938,6.1981,6.1938,0.04%
4/12/2013,6.1919,6.1957,6.1957,6.1891,-0.07%
4/15/2013,6.1867,6.1917,6.1918,6.1854,-0.08%
4/16/2013,6.1828,6.1862,6.1869,6.179,-0.06%
4/17/2013,6.1723,6.1824,6.1824,6.1716,-0.17%
4/18/2013,6.1813,6.172,6.1813,6.172,0.15%
4/19/2013,6.1776,6.1785,6.1805,6.1765,-0.06%
4/22/2013,6.1826,6.1811,6.1826,6.1795,0.08%
4/23/2013,6.1792,6.1819,6.1819,6.1747,-0.05%
4/24/2013,6.1786,6.179,6.1798,6.1762,-0.01%
4/25/2013,6.1711,6.1782,6.1782,6.1684,-0.12%
4/26/2013,6.165,6.1707,6.1707,6.1606,-0.10%
4/29/2013,6.1654,6.158,6.1689,6.1529,0.01%
4/30/2013,6.1654,6.1654,6.1688,6.1614,0.00%
5/1/2013,6.1645,6.1654,6.1689,6.1616,-0.01%
5/2/2013,6.1558,6.1649,6.1649,6.1527,-0.14%
5/3/2013,6.1557,6.1556,6.1593,6.1548,0.00%
5/6/2013,6.1667,6.1553,6.1719,6.1538,0.18%
5/7/2013,6.1541,6.1662,6.1662,6.1516,-0.20%
5/8/2013,6.1411,6.1534,6.1534,6.1391,-0.21%
5/9/2013,6.1309,6.141,6.141,6.1299,-0.17%
5/10/2013,6.1417,6.1307,6.1426,6.1307,0.18%
5/13/2013,6.1466,6.1415,6.1493,6.1415,0.08%
5/14/2013,6.1428,6.1461,6.1461,6.1418,-0.06%
5/15/2013,6.1459,6.1461,6.1472,6.1451,0.05%
5/16/2013,6.149,6.1459,6.1501,6.1454,0.05%
5/17/2013,6.1413,6.1392,6.1423,6.1383,-0.13%
5/20/2013,6.1389,6.141,6.1415,6.138,-0.04%
5/21/2013,6.1356,6.1389,6.1389,6.1297,-0.05%
5/22/2013,6.1311,6.1356,6.1362,6.1304,-0.07%
5/23/2013,6.134,6.1308,6.1365,6.1308,0.05%
5/24/2013,6.1316,6.134,6.134,6.128,-0.04%
5/27/2013,6.1212,6.1316,6.1316,6.1201,-0.17%
5/28/2013,6.1215,6.1211,6.1245,6.1209,0.00%
5/29/2013,6.1267,6.1331,6.1376,6.1263,0.08%
5/30/2013,6.1309,6.1267,6.1323,6.126,0.07%
5/31/2013,6.1348,6.1306,6.1411,6.1278,0.06%
6/3/2013,6.1317,6.135,6.1355,6.1291,-0.05%
6/4/2013,6.1287,6.1312,6.1312,6.1226,-0.05%
6/5/2013,6.1278,6.1285,6.13,6.126,-0.01%
6/6/2013,6.1362,6.1276,6.1381,6.1275,0.14%
6/7/2013,6.1335,6.1357,6.1381,6.1303,-0.04%
6/10/2013,6.1335,6.1335,6.1335,6.133,0.00%
6/11/2013,6.1335,6.1335,6.148,6.133,0.00%
6/12/2013,6.1335,6.1335,6.148,6.1335,0.00%
6/13/2013,6.1344,6.1333,6.1427,6.1333,0.01%
6/14/2013,6.1308,6.1337,6.1377,6.1295,-0.06%
6/17/2013,6.125,6.1305,6.1305,6.1226,-0.09%
6/18/2013,6.1285,6.1245,6.1318,6.1242,0.06%
6/19/2013,6.1269,6.1285,6.1314,6.1245,-0.03%
6/20/2013,6.1282,6.1267,6.1348,6.1241,0.02%
6/21/2013,6.1334,6.1277,6.1339,6.1277,0.08%
6/24/2013,6.1451,6.1328,6.1451,6.1328,0.19%
6/25/2013,6.1453,6.1435,6.1501,6.1404,0.00%
6/26/2013,6.147,6.145,6.1487,6.1432,0.03%
6/27/2013,6.149,6.1475,6.1515,6.1475,0.03%
6/28/2013,6.1376,6.1474,6.1478,6.137,-0.19%
7/1/2013,6.1327,6.1338,6.134,6.1279,-0.08%
7/2/2013,6.133,6.1326,6.1343,6.1278,0.00%
7/3/2013,6.1308,6.1332,6.1355,6.1292,-0.04%
7/4/2013,6.1258,6.1304,6.1304,6.1243,-0.08%
7/5/2013,6.1326,6.1255,6.1333,6.1255,0.11%
7/8/2013,6.1338,6.1324,6.1393,6.132,0.02%
7/9/2013,6.1295,6.1337,6.1337,6.1266,-0.07%
7/10/2013,6.1341,6.1291,6.1362,6.127,0.08%
7/11/2013,6.1352,6.1337,6.1364,6.1304,0.02%
7/12/2013,6.1375,6.135,6.1419,6.135,0.04%
7/15/2013,6.1376,6.138,6.1392,6.1348,0.00%
7/16/2013,6.135,6.1373,6.1388,6.1331,-0.04%
7/17/2013,6.1353,6.1348,6.1353,6.1304,0.00%
7/18/2013,6.1413,6.1385,6.1418,6.1375,0.10%
7/19/2013,6.1379,6.1408,6.1415,6.136,-0.06%
7/22/2013,6.1409,6.138,6.1411,6.1349,0.05%
7/23/2013,6.1374,6.141,6.1421,6.1349,-0.06%
7/24/2013,6.136,6.1367,6.1384,6.134,-0.02%
7/25/2013,6.1347,6.1357,6.1392,6.1334,-0.02%
7/26/2013,6.1316,6.1329,6.1335,6.1285,-0.05%
7/29/2013,6.1325,6.1316,6.1331,6.1283,0.01%
7/30/2013,6.1317,6.1323,6.1351,6.1303,-0.01%
7/31/2013,6.1289,6.1316,6.1318,6.1278,-0.05%
8/1/2013,6.1304,6.1289,6.1304,6.1251,0.02%
8/2/2013,6.1295,6.1302,6.1321,6.1279,-0.01%
8/5/2013,6.1247,6.1295,6.1295,6.1235,-0.08%
8/6/2013,6.1217,6.1224,6.1239,6.1203,-0.05%
8/7/2013,6.1192,6.1205,6.1219,6.1179,-0.04%
8/8/2013,6.1214,6.1184,6.1218,6.1133,0.04%
8/9/2013,6.1219,6.1207,6.122,6.115,0.01%
8/12/2013,6.1223,6.1191,6.1227,6.1177,0.01%
8/13/2013,6.1217,6.1218,6.1247,6.1205,-0.01%
8/14/2013,6.1196,6.1217,6.1217,6.1168,-0.03%
8/15/2013,6.1125,6.1194,6.1194,6.112,-0.12%
8/16/2013,6.115,6.1121,6.115,6.1094,0.04%
8/19/2013,6.1229,6.1145,6.1238,6.1124,0.13%
8/20/2013,6.1246,6.1225,6.1255,6.1192,0.03%
8/21/2013,6.1234,6.1245,6.1258,6.1196,-0.02%
8/22/2013,6.1211,6.1234,6.1268,6.1195,-0.04%
8/23/2013,6.121,6.1211,6.1231,6.1198,0.00%
8/26/2013,6.1212,6.1211,6.1217,6.1176,0.00%
8/27/2013,6.1217,6.1206,6.1235,6.1195,0.01%
8/28/2013,6.1204,6.1207,6.1228,6.1189,-0.02%
8/29/2013,6.1204,6.1202,6.1218,6.1193,0.00%
8/30/2013,6.1195,6.1201,6.1207,6.1189,-0.01%
9/2/2013,6.1196,6.1193,6.1196,6.1146,0.00%
9/3/2013,6.1206,6.1189,6.1215,6.1184,0.02%
9/4/2013,6.1201,6.1206,6.1215,6.117,-0.01%
9/5/2013,6.1199,6.1188,6.1204,6.1175,0.00%
9/6/2013,6.1205,6.1197,6.1209,6.118,0.01%
9/9/2013,6.1209,6.1202,6.1218,6.1135,0.01%
9/10/2013,6.12,6.119,6.1212,6.1174,-0.01%
9/11/2013,6.1185,6.12,6.12,6.1173,-0.02%
9/12/2013,6.118,6.1183,6.1187,6.116,-0.01%
9/13/2013,6.1188,6.1175,6.1188,6.1163,0.01%
9/16/2013,6.1203,6.1186,6.1208,6.1162,0.02%
9/17/2013,6.1215,6.1202,6.1215,6.119,0.02%
9/18/2013,6.1212,6.121,6.122,6.1194,0.00%
9/19/2013,6.1212,6.1212,6.1212,6.1212,0.00%
9/20/2013,6.1212,6.1212,6.1212,6.1212,0.00%
9/23/2013,6.121,6.1211,6.1211,6.1174,0.00%
9/24/2013,6.1209,6.1204,6.1209,6.1182,0.00%
9/25/2013,6.12,6.1208,6.1219,6.118,-0.01%
9/26/2013,6.1214,6.118,6.1214,6.118,0.02%
9/27/2013,6.1199,6.12,6.1215,6.1179,-0.02%
9/30/2013,6.1215,6.118,6.1215,6.117,0.03%
10/1/2013,6.1215,6.1215,6.1215,6.115,0.00%
10/2/2013,6.1215,6.1215,6.1215,6.115,0.00%
10/3/2013,6.1215,6.12,6.1215,6.12,0.00%
10/4/2013,6.1215,6.12,6.1215,6.12,0.00%
10/7/2013,6.1215,6.1215,6.131,6.1215,0.00%
10/8/2013,6.1211,6.1212,6.1212,6.1174,-0.01%
10/9/2013,6.1211,6.1201,6.1211,6.118,0.00%
10/10/2013,6.1158,6.1205,6.1207,6.1148,-0.09%
10/11/2013,6.1206,6.1156,6.1206,6.1105,0.08%
10/14/2013,6.1079,6.1194,6.1194,6.1063,-0.21%
10/15/2013,6.1026,6.1073,6.1087,6.0998,-0.09%
10/16/2013,6.0998,6.1026,6.1055,6.0957,-0.05%
10/17/2013,6.0982,6.1005,6.1005,6.0942,-0.03%
10/18/2013,6.0968,6.0977,6.0977,6.091,-0.02%
10/21/2013,6.0926,6.0968,6.0968,6.091,-0.07%
10/22/2013,6.0926,6.0924,6.0954,6.0911,0.00%
10/23/2013,6.0835,6.0925,6.0925,6.083,-0.15%
10/24/2013,6.082,6.0835,6.0839,6.0803,-0.02%
10/25/2013,6.084,6.0813,6.084,6.0799,0.03%
10/28/2013,6.0855,6.0838,6.0858,6.0819,0.02%
10/29/2013,6.0902,6.085,6.0904,6.0843,0.08%
10/30/2013,6.0938,6.0902,6.0947,6.0902,0.06%
10/31/2013,6.0945,6.0935,6.0948,6.0909,0.01%
11/1/2013,6.0995,6.0945,6.0996,6.0925,0.08%
11/4/2013,6.099,6.0991,6.1023,6.0952,-0.01%
11/5/2013,6.0968,6.0991,6.0991,6.0952,-0.04%
11/6/2013,6.0927,6.0966,6.0974,6.0924,-0.07%
11/7/2013,6.0908,6.0925,6.0961,6.0895,-0.03%
11/8/2013,6.0906,6.0906,6.093,6.087,0.00%
11/11/2013,6.0914,6.0903,6.0919,6.089,0.01%
11/12/2013,6.0919,6.0913,6.0934,6.09,0.01%
11/13/2013,6.0929,6.0918,6.0929,6.0868,0.02%
11/14/2013,6.0922,6.0908,6.0927,6.09,-0.01%
11/15/2013,6.0922,6.0928,6.0928,6.09,0.00%
11/18/2013,6.0921,6.092,6.0926,6.0902,0.00%
11/19/2013,6.093,6.0918,6.093,6.0905,0.01%
11/20/2013,6.0927,6.0924,6.0932,6.0898,0.00%
11/21/2013,6.0929,6.092,6.0937,6.0912,0.00%
11/22/2013,6.0937,6.0926,6.0937,6.0913,0.01%
11/25/2013,6.0926,6.092,6.0928,6.091,-0.02%
11/26/2013,6.0927,6.0924,6.0928,6.0911,0.00%
11/27/2013,6.0924,6.0924,6.0928,6.091,0.00%
11/28/2013,6.0924,6.0924,6.0928,6.0919,0.00%
11/29/2013,6.0932,6.0921,6.0945,6.0909,0.01%
12/2/2013,6.093,6.0924,6.0934,6.0912,0.00%
12/3/2013,6.0924,6.0925,6.0931,6.0911,-0.01%
12/4/2013,6.0916,6.0922,6.0922,6.0903,-0.01%
12/5/2013,6.0913,6.0915,6.0918,6.0901,0.00%
12/6/2013,6.0818,6.0863,6.0869,6.0815,-0.16%
12/9/2013,6.0723,6.074,6.074,6.0707,-0.16%
12/10/2013,6.071,6.0713,6.0724,6.0699,-0.02%
12/11/2013,6.0717,6.0709,6.0719,6.0699,0.01%
12/12/2013,6.0715,6.0714,6.0773,6.07,0.00%
12/13/2013,6.0713,6.0709,6.0738,6.07,0.00%
12/16/2013,6.0715,6.0707,6.0729,6.0704,0.00%
12/17/2013,6.0711,6.0706,6.0716,6.0698,-0.01%
12/18/2013,6.0718,6.0709,6.0721,6.0704,0.01%
12/19/2013,6.0713,6.0715,6.0745,6.0701,-0.01%
12/20/2013,6.0713,6.0711,6.0722,6.0706,0.00%
12/23/2013,6.0702,6.0709,6.0714,6.0697,-0.02%
12/24/2013,6.0714,6.0708,6.0719,6.0698,0.02%
12/25/2013,6.0714,6.0713,6.0716,6.07,0.00%
12/26/2013,6.0747,6.0715,6.0748,6.071,0.05%
12/27/2013,6.0686,6.069,6.0708,6.0672,-0.10%
12/30/2013,6.0617,6.0686,6.0686,6.0602,-0.11%
12/31/2013,6.054,6.0617,6.0617,6.0496,-0.13%
1/1/2014,6.054,6.054,6.054,6.054,0.00%
1/2/2014,6.0507,6.051,6.0524,6.0496,-0.05%
1/3/2014,6.0515,6.0514,6.0522,6.0502,0.01%
1/6/2014,6.0526,6.0519,6.0551,6.0508,0.02%
1/7/2014,6.0512,6.0517,6.053,6.0505,-0.02%
1/8/2014,6.0512,6.0515,6.052,6.0499,0.00%
1/9/2014,6.055,6.0512,6.0554,6.0512,0.06%
1/10/2014,6.0522,6.0551,6.0551,6.0503,-0.05%
1/13/2014,6.0433,6.0455,6.0471,6.0415,-0.15%
1/14/2014,6.0412,6.0424,6.0428,6.0395,-0.03%
1/15/2014,6.046,6.0407,6.0473,6.0407,0.08%
1/16/2014,6.0557,6.051,6.056,6.05,0.16%
1/17/2014,6.0503,6.0548,6.0548,6.0483,-0.09%
1/20/2014,6.0527,6.0519,6.0537,6.0496,0.04%
1/21/2014,6.0506,6.0515,6.0521,6.0484,-0.03%
1/22/2014,6.0513,6.0516,6.0521,6.0488,0.01%
1/23/2014,6.0518,6.053,6.0534,6.0505,0.01%
1/24/2014,6.0488,6.0495,6.0499,6.0452,-0.05%
1/27/2014,6.048,6.0464,6.0489,6.0454,-0.01%
1/28/2014,6.0508,6.048,6.0513,6.048,0.05%
1/29/2014,6.0556,6.0512,6.056,6.0504,0.08%
1/30/2014,6.061,6.0541,6.061,6.0533,0.09%
1/31/2014,6.061,6.061,6.061,6.059,0.00%
2/3/2014,6.061,6.061,6.106,6.061,0.00%
2/4/2014,6.061,6.061,6.106,6.061,0.00%
2/5/2014,6.061,6.061,6.062,6.059,0.00%
2/6/2014,6.061,6.061,6.062,6.0595,0.00%
2/7/2014,6.0634,6.0622,6.0641,6.0601,0.04%
2/10/2014,6.0594,6.06,6.0611,6.0588,-0.07%
2/11/2014,6.0606,6.0594,6.0618,6.0572,0.02%
2/12/2014,6.0624,6.059,6.0632,6.059,0.03%
2/13/2014,6.0636,6.0658,6.0661,6.063,0.02%
2/14/2014,6.0668,6.0616,6.067,6.0602,0.05%
2/17/2014,6.064,6.0663,6.0663,6.0604,-0.05%
2/18/2014,6.0674,6.0642,6.0674,6.0626,0.06%
2/19/2014,6.0765,6.067,6.0765,6.0662,0.15%
2/20/2014,6.0835,6.0826,6.0844,6.0803,0.12%
2/21/2014,6.0915,6.0915,6.0927,6.0867,0.13%
2/24/2014,6.0984,6.0909,6.0984,6.0909,0.11%
2/25/2014,6.1246,6.1218,6.129,6.1079,0.43%
2/26/2014,6.1248,6.1316,6.1331,6.1219,0.00%
2/27/2014,6.1284,6.1253,6.133,6.1211,0.06%
2/28/2014,6.1451,6.1283,6.1718,6.1272,0.27%
3/3/2014,6.1463,6.1442,6.157,6.1437,0.02%
3/4/2014,6.1436,6.1461,6.156,6.1416,-0.04%
3/5/2014,6.1283,6.143,6.145,6.1197,-0.25%
3/6/2014,6.1185,6.1191,6.1197,6.1097,-0.16%
3/7/2014,6.1261,6.1,6.1271,6.0995,0.12%
3/10/2014,6.1386,6.1491,6.155,6.137,0.20%
3/11/2014,6.1402,6.1354,6.141,6.1311,0.03%
3/12/2014,6.1451,6.139,6.1467,6.139,0.08%
3/13/2014,6.1361,6.1378,6.1404,6.1355,-0.15%
3/14/2014,6.1502,6.1356,6.1518,6.1356,0.23%
3/17/2014,6.1781,6.1497,6.1781,6.1497,0.45%
3/18/2014,6.1921,6.1897,6.1921,6.1788,0.23%
3/19/2014,6.1954,6.191,6.2034,6.1893,0.05%
3/20/2014,6.2275,6.2099,6.2321,6.2099,0.52%
3/21/2014,6.2251,6.2267,6.2305,6.219,-0.04%
3/24/2014,6.1959,6.2152,6.2219,6.1953,-0.47%
3/25/2014,6.2017,6.1828,6.2017,6.177,0.09%
3/26/2014,6.2094,6.2,6.2156,6.2,0.12%
3/27/2014,6.2129,6.2143,6.2158,6.2047,0.06%
3/28/2014,6.2122,6.2123,6.2153,6.2045,-0.01%
3/31/2014,6.2172,6.2123,6.2275,6.2117,0.08%
4/1/2014,6.2069,6.2164,6.2164,6.1983,-0.17%
4/2/2014,6.2057,6.2058,6.2078,6.1965,-0.02%
4/3/2014,6.2107,6.2076,6.2113,6.203,0.08%
4/4/2014,6.2123,6.2103,6.2176,6.2103,0.03%
4/7/2014,6.2123,6.2123,6.2123,6.21,0.00%
4/8/2014,6.1969,6.2118,6.2118,6.1943,-0.25%
4/9/2014,6.2005,6.186,6.2005,6.1851,0.06%
4/10/2014,6.2126,6.2,6.2126,6.1978,0.20%
4/11/2014,6.2114,6.2093,6.2139,6.2066,-0.02%
4/14/2014,6.2191,6.2096,6.2191,6.2084,0.12%
4/15/2014,6.222,6.2188,6.2253,6.216,0.05%
4/16/2014,6.2214,6.2216,6.2257,6.2197,-0.01%
4/17/2014,6.2191,6.2215,6.2215,6.2163,-0.04%
4/18/2014,6.2242,6.2192,6.2243,6.2186,0.08%
4/21/2014,6.2274,6.2235,6.235,6.2218,0.05%
4/22/2014,6.2375,6.2305,6.2381,6.2274,0.16%
4/23/2014,6.2377,6.2365,6.2464,6.2345,0.00%
4/24/2014,6.2489,6.2381,6.2504,6.2362,0.18%
4/25/2014,6.2537,6.2515,6.2566,6.2498,0.08%
4/28/2014,6.253,6.2491,6.2531,6.2455,-0.01%
4/29/2014,6.258,6.2526,6.258,6.251,0.08%
4/30/2014,6.2594,6.258,6.2669,6.253,0.02%
5/1/2014,6.2594,6.2594,6.2595,6.2594,0.00%
5/2/2014,6.2598,6.2594,6.2598,6.2594,0.01%
5/5/2014,6.2455,6.252,6.2548,6.2413,-0.23%
5/6/2014,6.2257,6.2442,6.2442,6.2248,-0.32%
5/7/2014,6.2344,6.2261,6.2365,6.2179,0.14%
5/8/2014,6.228,6.2348,6.2384,6.2244,-0.10%
5/9/2014,6.2276,6.2278,6.2333,6.224,-0.01%
5/12/2014,6.2375,6.2273,6.2375,6.2273,0.16%
5/13/2014,6.2291,6.2358,6.241,6.2286,-0.13%
5/14/2014,6.229,6.2278,6.233,6.2228,0.00%
5/15/2014,6.2306,6.228,6.2307,6.2246,0.03%
5/16/2014,6.2335,6.23,6.2358,6.2268,0.05%
5/19/2014,6.2374,6.2332,6.243,6.2323,0.06%
5/20/2014,6.2381,6.2366,6.2394,6.2347,0.01%
5/21/2014,6.2337,6.2377,6.2392,6.2326,-0.07%
5/22/2014,6.2351,6.2338,6.2356,6.2315,0.02%
5/23/2014,6.2366,6.2355,6.239,6.2343,0.02%
5/26/2014,6.2394,6.2363,6.24,6.2343,0.04%
5/27/2014,6.2491,6.238,6.2491,6.238,0.16%
5/28/2014,6.254,6.2577,6.2623,6.2528,0.08%
5/29/2014,6.238,6.2552,6.2618,6.2375,-0.26%
5/30/2014,6.2479,6.239,6.248,6.2349,0.16%
6/2/2014,6.2479,6.2479,6.248,6.246,0.00%
6/3/2014,6.2546,6.247,6.2546,6.2437,0.11%
6/4/2014,6.2504,6.2508,6.2565,6.2474,-0.07%
6/5/2014,6.2568,6.25,6.2568,6.2486,0.10%
6/6/2014,6.2505,6.2448,6.252,6.2439,-0.10%
6/9/2014,6.2403,6.2379,6.2411,6.2365,-0.16%
6/10/2014,6.2245,6.24,6.24,6.2217,-0.25%
6/11/2014,6.2281,6.2249,6.2317,6.2248,0.06%
6/12/2014,6.2185,6.2275,6.2293,6.2139,-0.15%
6/13/2014,6.2095,6.2182,6.2182,6.201,-0.14%
6/16/2014,6.227,6.2105,6.227,6.2083,0.28%
6/17/2014,6.2268,6.225,6.2359,6.2236,0.00%
6/18/2014,6.2314,6.2263,6.2344,6.2256,0.07%
6/19/2014,6.2291,6.231,6.2341,6.222,-0.04%
6/20/2014,6.2245,6.2287,6.2305,6.2222,-0.07%
6/23/2014,6.2255,6.2254,6.2281,6.222,0.02%
6/24/2014,6.2311,6.2266,6.2315,6.2231,0.09%
6/25/2014,6.2344,6.2308,6.2372,6.2303,0.05%
6/26/2014,6.224,6.2343,6.2343,6.2233,-0.17%
